#This is from Haehnelt 1998.
#Velocity width is third column, virial velocity 11th.
#Or in zero-based units: v90 = [:,2] vvir = [:,10]
#The other columns look like some sort of coordinate system.
 5 45   54.88    .70    .57    .70   -.77    .29    .28  15.06  69.62
 5 46   54.19    .33    .51    .64   -.77    .35    .25  15.06  69.62
 5 47   29.19    .60    .10    .33    .33    .44    .25  15.06  69.62
 5 48   34.73    .50    .40    .48    .48    .50    .49  15.06  69.62
 5 49   68.08    .62    .67    .71    .71    .31    .18  15.06  69.62
 5 50   56.28    .69    .53    .70    .70    .31    .24  15.06  69.62
 5 51   20.15    .28    .10    .10    .10    .85    .35  15.06  69.62
 1  1   46.16    .34    .34    .52    .73    .53    .26  25.33  93.54
 1  2   25.49    .41    .08    .08   -.08    .92    .27  25.33  93.54
 1  3   21.36    .36    .03    .03   -.03    .90    .14  25.33  93.54
 1  5   36.51    .44    .32    .47    .74    .51    .27  25.33  93.54
 1  6   46.16    .26    .49    .64    .76    .34    .35  25.33  93.54
 1  7   78.54    .34    .46    .49    .84    .53    .27  25.33  93.54
 1 10   80.62    .44    .47    .83    .16    .19    .35  25.33  93.54
 1 11   26.86    .38    .18    .28    .28    .66    .23  25.33  93.54
 1 12   56.50    .29    .61    .68    .68    .29    .21  25.33  93.54
 1 13   22.04    .43    .12    .19    .19    .81    .29  25.33  93.54
 1 14   24.80    .43    .17    .22    .22    .63    .26  25.33  93.54
 1 15   57.19    .45    .54    .64    .64    .36    .18  25.33  93.54
 1 16   20.67    .36    .00    .07    .07    .99    .22  25.33  93.54
 1 17   30.31    .31    .23    .36    .36    .69    .15  25.33  93.54
 1 18   28.25    .41    .12    .22    .22    .58    .10  25.33  93.54
 1 19   70.28    .45    .35    .33    .33    .66    .35  25.33  93.54
 1 20   53.05    .42    .56    .64    .64    .42    .16  25.33  93.54
 1 21   50.29    .30    .48    .53    .53    .59    .15  25.33  93.54
 1 22   20.67    .45    .00    .00    .00    .71    .13  25.33  93.54
 1 23   59.24    .41    .53    .72   -.60    .23    .18  25.33  93.54
 1 24  104.70    .41    .11    .04   -.87    .13    .28  25.33  93.54
 1 25   42.03    .39    .34    .51   -.80    .29    .22  25.33  93.54
 1 26   93.68    .31    .01    .81   -.38    .61    .19  25.33  93.54
 1 28   68.89    .40    .32    .40   -.80    .61    .24  25.33  93.54
 1 29   27.56    .43    .05    .25    .25    .82    .17  25.33  93.54
 1 30   23.43    .09    .06    .12    .12    .80    .30  25.33  93.54
